1,20,500,3,50
2,50,300,7,30
3,10,60,1,6
4,600,800,83,80
5,330,250,46,25
6,450,600,63,60
7,40,800,6,80
8,300,650,42,65
9,550,60,76,6
10,300,400,42,40
11,450,750,63,75
12,600,200,83,20
13,175,100,24,10
14,225,815,31,82
15,570,500,79,50
16,190,320,26,32
17,60,630,8,63
18,90,200,13,20
19,580,370,81,37
20,150,420,21,42
21,470,270,65,27
22,430,460,60,46
23,320,90,44,9
24,580,670,81,67
25,280,520,39,52
